Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
369001,1,04-01-2016 00:00,26-02-2021 00:00,269337,8,1301,1,CAD,Male,Eddie Morejon,Rollet,Quebec,Canada,North America,Contoso Telephoto Conversion Lens M350 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,43.69,95,95,43.69,51.31
369001,2,04-01-2016 00:00,26-02-2021 00:00,269337,8,1649,4,CAD,Male,Eddie Morejon,Rollet,Quebec,Canada,North America,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,1039.96,344.56,695.4
369002,1,04-01-2016 00:00,26-02-2021 00:00,258316,8,1656,1,CAD,Male,Sean Borunda,Vernon,British Columbia,Canada,North America,Contoso DVD 9-Inch Player Portable M300 White,Contoso,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,159.99,73.57,86.42
369004,1,04-01-2016 00:00,25-02-2021 00:00,1389462,65,1961,5,USD,Male,Gary Quiles,Ann Arbor,Michigan,United States,North America,Litware Refrigerator 3.2CuFt E160 Green,Litware,Home Appliances,Refrigerators,142.75,279.99,1399.95,713.75,686.2
369004,2,04-01-2016 00:00,25-02-2021 00:00,1389462,65,1991,3,USD,Male,Gary Quiles,Ann Arbor,Michigan,United States,North America,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Home Appliances,Microwaves,82.77,179.99,539.97,248.31,291.66
369005,1,04-01-2016 00:00,25-02-2021 00:00,1866637,56,183,3,USD,Male,Douglas McCampbell,Toledo,Ohio,United States,North America,SV 16xDVD M330 Silver,Southridge Video,TV and Video,VCD & DVD,50.13,109,327,150.39,176.61
369006,1,04-01-2016 00:00,27-02-2021 00:00,734605,28,654,1,EUR,Female,Lorna Longo,Mornico Losana,Pavia,Italy,Europe,Proseware Ink Jet Wireless All-In-One Printer M400 Black,Proseware,Computers,"Printers, Scanners & Fax",59.32,129,129,59.32,69.68
369007,1,04-01-2016 00:00,27-02-2021 00:00,571622,20,2510,3,EUR,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,Cell phones,Cell phones Accessories,2.07,4.06,12.18,6.21,5.97
369007,2,04-01-2016 00:00,27-02-2021 00:00,571622,20,2103,1,EUR,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Home Appliances,Water Heaters,258.99,508,508,258.99,249.01
369007,3,04-01-2016 00:00,27-02-2021 00:00,571622,20,1578,3,EUR,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,SV DVD Recorder L210 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,657,217.68,439.32
369011,1,04-01-2016 00:00,25-02-2021 00:00,1664824,0,1261,2,USD,Female,Barbara Hawkins,West Allis,Wisconsin,United States,North America,Contoso Multi-Use Terminal Cable E308 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,18.86,36.99,73.98,37.72,36.26
369012,1,04-01-2016 00:00,13-01-2016 00:00,1696695,0,1423,3,USD,Male,Virgil Rowland,Akron,Ohio,United States,North America,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Cell phones,Touch Screen Phones,86.91,189,567,260.73,306.27
369012,2,04-01-2016 00:00,13-01-2016 00:00,1696695,0,1656,1,USD,Male,Virgil Rowland,Akron,Ohio,United States,North America,Contoso DVD 9-Inch Player Portable M300 White,Contoso,"Music, Movies and Audio Books",Movie DVD,73.57,159.99,159.99,73.57,86.42
369012,3,04-01-2016 00:00,13-01-2016 00:00,1696695,0,1660,2,USD,Male,Virgil Rowland,Akron,Ohio,United States,North America,Contoso DVD 15-Inch Player Portable L200 White,Contoso,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,579.98,192.16,387.82
369012,4,04-01-2016 00:00,13-01-2016 00:00,1696695,0,1610,6,USD,Male,Virgil Rowland,Akron,Ohio,United States,North America,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,1739.94,576.48,1163.46
370000,1,05-01-2016 00:00,25-02-2021 00:00,2032025,51,1360,4,USD,Female,Michalina Wieczorek,Morehead,Kentucky,United States,North America,Contoso In front of Centrex L15 White,Contoso,Cell phones,Home & Office Phones,15.57,46.99,187.96,62.28,125.68
370000,2,05-01-2016 00:00,25-02-2021 00:00,2032025,51,1158,4,USD,Female,Michalina Wieczorek,Morehead,Kentucky,United States,North America,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,Fabrikam,Cameras and camcorders,Camcorders,516.86,1560,6240,2067.44,4172.56
370000,3,05-01-2016 00:00,25-02-2021 00:00,2032025,51,457,2,USD,Female,Michalina Wieczorek,Morehead,Kentucky,United States,North America,WWI Desktop PC1.60 E1600 White,Wide World Importers,Computers,Desktops,112.14,219.95,439.9,224.28,215.62
370001,1,05-01-2016 00:00,25-02-2021 00:00,1884908,61,1107,3,USD,Male,Eric Ellis,Lock Haven,Pennsylvania,United States,North America,"Contoso SLR Camera 35 M358 Orange""",Contoso,Cameras and camcorders,Digital SLR Cameras,164.63,358,1074,493.89,580.11
370001,2,05-01-2016 00:00,25-02-2021 00:00,1884908,61,1591,3,USD,Male,Eric Ellis,Lock Haven,Pennsylvania,United States,North America,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,37.98,17.46,20.52
370001,3,05-01-2016 00:00,25-02-2021 00:00,1884908,61,1544,7,USD,Male,Eric Ellis,Lock Haven,Pennsylvania,United States,North America,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,The Phone Company,Cell phones,Smart phones & PDAs,109.45,238,1666,766.15,899.85
370003,1,05-01-2016 00:00,25-02-2021 00:00,2092033,66,836,8,USD,Male,Mathew Forbes,Anniston,Alabama,United States,North America,Contoso USB Wave Multi-Media Keyboard E280 Grey,Contoso,Computers,Computers Accessories,8.11,15.9,127.2,64.88,62.32
370003,2,05-01-2016 00:00,25-02-2021 00:00,2092033,66,1529,3,USD,Male,Mathew Forbes,Anniston,Alabama,United States,North America,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,Cell phones,Smart phones & PDAs,117.27,255,765,351.81,413.19
370004,1,05-01-2016 00:00,25-02-2021 00:00,1473090,43,1251,2,USD,Female,Charmaine Lynn,Los Angeles,California,United States,North America,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,30.58,59.99,119.98,61.16,58.82
370005,1,05-01-2016 00:00,27-02-2021 00:00,584095,24,1610,2,EUR,Male,Markus Duerr,Darmstadt,Hessen,Germany,Europe,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,579.98,192.16,387.82
370005,2,05-01-2016 00:00,27-02-2021 00:00,584095,24,1594,4,EUR,Male,Markus Duerr,Darmstadt,Hessen,Germany,Europe,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,39.96,20.36,19.6
370006,1,05-01-2016 00:00,27-02-2021 00:00,661636,16,1272,6,EUR,Female,Nadine Charpentier,LIMOGES,Limousin,France,Europe,Contoso Lens Cap Keeper E314 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,3.54,6.95,41.7,21.24,20.46
370007,1,05-01-2016 00:00,27-02-2021 00:00,623659,15,267,1,EUR,Female,Kari LaGrande,HOUILLES,Île-de-France,France,Europe,Contoso Home Theater System 2.1 Channel M1210 White,Contoso,TV and Video,Home Theater System,167.73,329,329,167.73,161.27
370007,2,05-01-2016 00:00,27-02-2021 00:00,623659,15,126,7,EUR,Female,Kari LaGrande,HOUILLES,Île-de-France,France,Europe,"Adventure Works 19 Color Digital TV E35 Black""",Adventure Works,TV and Video,Televisions,73.11,143.4,1003.8,511.77,492.03
370008,1,05-01-2016 00:00,20-02-2021 00:00,183264,4,2105,1,AUD,Male,Thomas Luscombe,GAGEBROOK,Tasmania,Australia,Australia,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Home Appliances,Water Heaters,488.7,1475,1475,488.7,986.3
370010,1,05-01-2016 00:00,25-02-2021 00:00,1393738,48,1709,3,USD,Male,Jose Cline,Boise,Idaho,United States,North America,MGS Gears of War M170,Tailspin Toys,Games and Toys,Download Games,32.25,70.13,210.39,96.75,113.64
370010,2,05-01-2016 00:00,25-02-2021 00:00,1393738,48,2113,10,USD,Male,Jose Cline,Boise,Idaho,United States,North America,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Home Appliances,Water Heaters,258.99,508,5080,2589.9,2490.1
370010,3,05-01-2016 00:00,25-02-2021 00:00,1393738,48,2088,2,USD,Male,Jose Cline,Boise,Idaho,United States,North America,Contoso Water Heater 2.6GPM E0900 White,Contoso,Home Appliances,Water Heaters,258.99,508,1016,517.98,498.02
370011,1,05-01-2016 00:00,25-02-2021 00:00,1522590,47,32,2,USD,Female,Mary Ryan,Baltimore,Maryland,United States,North America,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Audio,MP4&MP3,84.49,255,510,168.98,341.02
370012,1,05-01-2016 00:00,25-02-2021 00:00,1780669,53,1585,3,USD,Male,Herbert Petersen,New York,New York,United States,North America,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,68.67,22.74,45.93
370012,2,05-01-2016 00:00,25-02-2021 00:00,1780669,53,1689,2,USD,Male,Herbert Petersen,New York,New York,United States,North America,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Games and Toys,Boxed Games,2.54,4.98,9.96,5.08,4.88
370013,1,05-01-2016 00:00,20-02-2021 00:00,5097,6,5,2,AUD,Female,Bella Foley,Mount Pleasant,Queensland,Australia,Australia,Contoso 2G MP3 Player E200 Red,Contoso,Audio,MP4&MP3,11,21.57,43.14,22,21.14
370014,1,05-01-2016 00:00,25-02-2021 00:00,1475886,51,1622,2,USD,Male,Michael Tapia,Bensenville,Illinois,United States,North America,Contoso DVD Recorder L200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,72.56,219,438,145.12,292.88
370014,2,05-01-2016 00:00,25-02-2021 00:00,1475886,51,2110,1,USD,Male,Michael Tapia,Bensenville,Illinois,United States,North America,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Home Appliances,Water Heaters,488.7,1475,1475,488.7,986.3
370014,3,05-01-2016 00:00,25-02-2021 00:00,1475886,51,1694,2,USD,Male,Michael Tapia,Bensenville,Illinois,United States,North America,SV Hand Games women M40 Black,Southridge Video,Games and Toys,Boxed Games,4.08,8.88,17.76,8.16,9.6
371000,1,06-01-2016 00:00,27-02-2021 00:00,728834,30,81,2,EUR,Female,Gabriella  Marcelo,San Miniato,Pisa,Italy,Europe,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Audio,Bluetooth Headphones,18.65,40.55,81.1,37.3,43.8
371001,1,06-01-2016 00:00,20-02-2021 00:00,76021,2,77,3,AUD,Male,Jett Moncrieff,MAYFIELD,New South Wales,Australia,Australia,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Audio,Bluetooth Headphones,17.45,37.95,113.85,52.35,61.5
371001,2,06-01-2016 00:00,20-02-2021 00:00,76021,2,945,2,AUD,Male,Jett Moncrieff,MAYFIELD,New South Wales,Australia,Australia,A. Datum Rangefinder Digital Camera X200 Black,A. Datum,Cameras and camcorders,Digital Cameras,66.26,200,400,132.52,267.48
371001,3,06-01-2016 00:00,20-02-2021 00:00,76021,2,1033,1,AUD,Male,Jett Moncrieff,MAYFIELD,New South Wales,Australia,Australia,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum,Cameras and camcorders,Digital Cameras,88.79,268,268,88.79,179.21
371001,4,06-01-2016 00:00,20-02-2021 00:00,76021,2,1581,5,AUD,Male,Jett Moncrieff,MAYFIELD,New South Wales,Australia,Australia,SV DVD Recorder L240 Gold,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,1095,362.8,732.2
371002,1,06-01-2016 00:00,25-02-2021 00:00,1955971,53,80,4,USD,Male,Desimir Stanic,New York,New York,United States,North America,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Audio,Bluetooth Headphones,18.65,40.55,162.2,74.6,87.6
371002,2,06-01-2016 00:00,25-02-2021 00:00,1955971,53,2171,3,USD,Male,Desimir Stanic,New York,New York,United States,North America,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Home Appliances,Coffee Machines,343.05,745.99,2237.97,1029.15,1208.82
371003,1,06-01-2016 00:00,27-02-2021 00:00,778259,28,1074,6,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,A. Datum SLR Camera M142 Orange,A. Datum,Cameras and camcorders,Digital SLR Cameras,143.48,312,1872,860.88,1011.12
371003,2,06-01-2016 00:00,27-02-2021 00:00,778259,28,127,2,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,"Adventure Works 19 Color Digital TV E35 White""",Adventure Works,TV and Video,Televisions,73.11,143.4,286.8,146.22,140.58
371003,3,06-01-2016 00:00,27-02-2021 00:00,778259,28,333,5,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,SV Car Video TFT7 M7002 Brown,Southridge Video,TV and Video,Car Video,162.64,319,1595,813.2,781.8
371003,4,06-01-2016 00:00,27-02-2021 00:00,778259,28,1627,4,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,71.96,33.08,38.88
371003,5,06-01-2016 00:00,27-02-2021 00:00,778259,28,64,1,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Audio,Recording Pen,83.24,181,181,83.24,97.76
371003,6,06-01-2016 00:00,27-02-2021 00:00,778259,28,1997,3,EUR,Female,Gina Russo,Borsano,Varese,Italy,Europe,Fabrikam Microwave 1.6CuFt M1250 Grey,Fabrikam,Home Appliances,Microwaves,82.77,179.99,539.97,248.31,291.66
371004,1,06-01-2016 00:00,14-01-2016 00:00,1378439,0,1305,8,USD,Female,Maria Reid,Jackson,Mississippi,United States,North America,Contoso Lens Adapter M450 Silver,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,31.27,68,544,250.16,293.84
371005,1,06-01-2016 00:00,25-02-2021 00:00,1923558,48,58,1,USD,Female,Sabina Bilic,Baton Rouge,Louisiana,United States,North America,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Audio,Recording Pen,79.53,156,156,79.53,76.47
371005,2,06-01-2016 00:00,25-02-2021 00:00,1923558,48,32,7,USD,Female,Sabina Bilic,Baton Rouge,Louisiana,United States,North America,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Audio,MP4&MP3,84.49,255,1785,591.43,1193.57
371006,1,06-01-2016 00:00,15-01-2016 00:00,1501383,0,1279,1,USD,Male,William Romriell,Dallas,Texas,United States,North America,Contoso General Soft Carrying Case E318 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,7.64,14.99,14.99,7.64,7.35
371007,1,06-01-2016 00:00,18-01-2016 00:00,1378439,0,1639,1,USD,Female,Maria Reid,Jackson,Mississippi,United States,North America,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
371008,1,06-01-2016 00:00,25-02-2021 00:00,2053617,50,961,1,USD,Female,Sanna Lundeby,Fort Myers,Florida,United States,North America,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Cameras and camcorders,Digital Cameras,75.88,165,165,75.88,89.12
371008,2,06-01-2016 00:00,25-02-2021 00:00,2053617,50,1626,7,USD,Female,Sanna Lundeby,Fort Myers,Florida,United States,North America,Contoso DVD Recorder L240 Gold,Contoso,"Music, Movies and Audio Books",Movie DVD,72.56,219,1533,507.92,1025.08
371010,1,06-01-2016 00:00,25-02-2021 00:00,1716584,53,2491,5,USD,Male,Bill Smith,Hickory Hills,Illinois,United States,North America,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Cell phones,Cell phones Accessories,12.74,24.99,124.95,63.7,61.25
371010,2,06-01-2016 00:00,25-02-2021 00:00,1716584,53,1631,7,USD,Male,Bill Smith,Hickory Hills,Illinois,United States,North America,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,5.82,12.66,88.62,40.74,47.88
371011,1,06-01-2016 00:00,14-01-2016 00:00,776266,0,458,5,EUR,Male,Giorgio Ferrari,Gorgona Isola,Livorno,Italy,Europe,WWI Desktop PC1.80 E1800 White,Wide World Importers,Computers,Desktops,117.21,229.9,1149.5,586.05,563.45
371011,2,06-01-2016 00:00,14-01-2016 00:00,776266,0,1573,3,EUR,Male,Giorgio Ferrari,Gorgona Isola,Livorno,Italy,Europe,SV DVD Player M120 White,Southridge Video,"Music, Movies and Audio Books",Movie DVD,27.13,58.99,176.97,81.39,95.58
371011,3,06-01-2016 00:00,14-01-2016 00:00,776266,0,32,5,EUR,Male,Giorgio Ferrari,Gorgona Isola,Livorno,Italy,Europe,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Audio,MP4&MP3,84.49,255,1275,422.45,852.55
371012,1,06-01-2016 00:00,26-02-2021 00:00,363872,8,147,1,CAD,Female,Sylvia Crabtree,Montreal,Quebec,Canada,North America,"Adventure Works 52 LCD HDTV X590 White""",Adventure Works,TV and Video,Televisions,960.82,2899.99,2899.99,960.82,1939.17
371012,2,06-01-2016 00:00,26-02-2021 00:00,363872,8,1576,1,CAD,Female,Sylvia Crabtree,Montreal,Quebec,Canada,North America,SV DVD Movies E100 Yellow,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.62,12.99,12.99,6.62,6.37
371012,3,06-01-2016 00:00,26-02-2021 00:00,363872,8,1642,3,CAD,Female,Sylvia Crabtree,Montreal,Quebec,Canada,North America,Contoso DVD External DVD Burner M200 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,26.62,57.88,173.64,79.86,93.78
371014,1,06-01-2016 00:00,24-02-2021 00:00,1161615,40,89,4,GBP,Male,Dominic Sykes,LOWER END,Daventry,United Kingdom,Europe,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Audio,Bluetooth Headphones,49.69,149.99,599.96,198.76,401.2
371014,2,06-01-2016 00:00,24-02-2021 00:00,1161615,40,337,3,GBP,Male,Dominic Sykes,LOWER END,Daventry,United Kingdom,Europe,SV Car Video LCD7 M7001 Brown,Southridge Video,TV and Video,Car Video,151.3,329,987,453.9,533.1
371015,1,06-01-2016 00:00,14-01-2016 00:00,1669745,0,1679,5,USD,Male,James Anderson,Tallahassee,Florida,United States,North America,MGS Hand Games for kids E300 Silver,Tailspin Toys,Games and Toys,Boxed Games,2.8,5.5,27.5,14,13.5
371015,2,06-01-2016 00:00,14-01-2016 00:00,1669745,0,1659,1,USD,Male,James Anderson,Tallahassee,Florida,United States,North America,Contoso DVD 14-Inch Player Portable L100 White,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,259.99,86.14,173.85
371015,3,06-01-2016 00:00,14-01-2016 00:00,1669745,0,1228,1,USD,Male,James Anderson,Tallahassee,Florida,United States,North America,"Fabrikam Independent Filmmaker 1 25mm X400 Blue""",Fabrikam,Cameras and camcorders,Camcorders,536.74,1620,1620,536.74,1083.26
371015,4,06-01-2016 00:00,14-01-2016 00:00,1669745,0,1458,4,USD,Male,James Anderson,Tallahassee,Florida,United States,North America,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Cell phones,Touch Screen Phones,91.97,200,800,367.88,432.12
371016,1,06-01-2016 00:00,27-02-2021 00:00,879778,32,1704,2,EUR,Male,Floris-Jan Logtenberg,Rozenburg,Zuid-Holland,Netherlands,Europe,SV Hand Games for students E40 Silver,Southridge Video,Games and Toys,Boxed Games,3.56,6.99,13.98,7.12,6.86
371017,1,06-01-2016 00:00,25-02-2021 00:00,1918687,61,2084,5,USD,Male,Ione Garrido,Greensboro,North Carolina,United States,North America,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Home Appliances,Microwaves,48.43,94.99,474.95,242.15,232.8
371017,2,06-01-2016 00:00,25-02-2021 00:00,1918687,61,2365,1,USD,Male,Ione Garrido,Greensboro,North Carolina,United States,North America,Contoso Air conditioner 8000BTU M0320 Silver,Contoso,Home Appliances,Air Conditioners,183.94,399.99,399.99,183.94,216.05
371018,1,06-01-2016 00:00,24-02-2021 00:00,1041466,36,534,1,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,WWI LCD19 E107 White,Wide World Importers,Computers,Monitors,70.87,139,139,70.87,68.13
371018,2,06-01-2016 00:00,24-02-2021 00:00,1041466,36,1667,7,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,MGS Hand Games for kids E300 Black,Tailspin Toys,Games and Toys,Boxed Games,2.8,5.5,38.5,19.6,18.9
371018,3,06-01-2016 00:00,24-02-2021 00:00,1041466,36,1212,7,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,Fabrikam Social Videographer 1'' 25mm E400 Grey,Fabrikam,Cameras and camcorders,Camcorders,91.77,180,1260,642.39,617.61
371018,4,06-01-2016 00:00,24-02-2021 00:00,1041466,36,2496,1,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Cell phones,Cell phones Accessories,5.09,9.99,9.99,5.09,4.9
371018,5,06-01-2016 00:00,24-02-2021 00:00,1041466,36,1200,2,GBP,Male,Harvey Lee,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,Fabrikam Trendsetter 1'' 25mm X400 Grey,Fabrikam,Cameras and camcorders,Camcorders,331.32,1000,2000,662.64,1337.36
